page,price,location,alapterulet,szobak,erkely
255,225 000 Ft/hó,"Budapest VIII. kerület, Luther utca 4-6.",55 m2,2 + 1 fél,23 m2
255,200 000 Ft/hó,"Budapest VII. kerület, Síp utca 17.",32 m2,1 + 1 fél,
255,330 000 Ft/hó,"Budapest XI. kerület, Bartók Béla út 19.",52 m2,3,
255,300 000 Ft/hó,"Budapest XI. kerület, Bíró László József körút 15.",31 m2,1,9 m2
255,290 000 Ft/hó,"Budapest IX. kerület, Vágóhíd utca",38 m2,1 + 1 fél,6 m2
255,1 485 000 Ft/hó,"Budapest II. kerület, Ötvös János utca 1.b.",140 m2,4,180 m2
255,300 000 Ft/hó,"Budapest VIII. kerület, Csobánc utca",93 m2,3,10 m2
255,480 000 Ft/hó,"Budapest XI. kerület, Bíró László József körút 2.",55 m2,2 + 1 fél,23 m2
256,290 000 Ft/hó,"Budapest II. kerület, Vérhalom utca",50 m2,1 + 1 fél,8 m2
256,807 996 Ft/hó,"Budapest V. kerület, Párizsi utca",106 m2,3,
256,330 000 Ft/hó,"Budapest XI. kerület, Rupphegyi út",45 m2,2,32 m2
256,340 000 Ft/hó,"Budapest VI. kerület, Teréz körút",70 m2,2 + 1 fél,3 m2
256,395 000 Ft/hó,"Budapest XII. kerület, Kútvölgyi út",78 m2,3,8 m2
256,180 000 Ft/hó,"Budapest XI. kerület, Cenkhegy utca",30 m2,1,
256,210 000 Ft/hó,"Budapest III. kerület, Óbuda-Óváros",50 m2,1,1 m2
256,230 000 Ft/hó,"Budapest VII. kerület, Dohány utca",36 m2,1,
256,290 000 Ft/hó,"Budapest I. kerület, Donáti utca",64 m2,2,7 m2
256,300 000 Ft/hó,"Budapest VIII. kerület, Nap utca",53 m2,2,
256,300 000 Ft/hó,"Budapest VIII. kerület, Dobozi utca",100 m2,4,
256,770 000 Ft/hó,"Budapest II. kerület, Gyopár utca",110 m2,3,70 m2
256,390 000 Ft/hó,"Budapest XI. kerület, Bíró László József körút 15.",60 m2,2,10 m2
256,250 000 Ft/hó,"Budapest XIII. kerület, Pozsonyi út",30 m2,1,
256,300 000 Ft/hó,"Budapest IX. kerület, Tóth Kálmán utca",60 m2,2,3 m2
256,260 000 Ft/hó,"Budapest II. kerület, Fazekas utca",47 m2,1 + 1 fél,5 m2
256,210 000 Ft/hó,"Budapest VIII. kerület, Népszínház utca",25 m2,2,
256,384 760 Ft/hó,"Budapest II. kerület, Retek utca",106 m2,3,3 m2
256,330 000 Ft/hó,"Budapest VI. kerület, Andrássy út",75 m2,2,
256,406 000 Ft/hó,"Budapest XIII. kerület, Angyalföld",70 m2,3,4 m2
257,406 000 Ft/hó,"Budapest XIII. kerület, Angyalföld",70 m2,3,4 m2
257,1 346 660 Ft/hó,"Budapest II. kerület, Törökvész",138 m2,4,50 m2
257,865 710 Ft/hó,"Budapest VI. kerület, Külső-Terézváros",123 m2,4,16 m2
257,1 423 612 Ft/hó,"Budapest VI. kerület, Aradi utca",206 m2,5,
257,699 000 Ft/hó,"Budapest XI. kerület, Mohai út",82 m2,3 + 1 fél,20 m2
257,330 000 Ft/hó,"Budapest VII. kerület, Rákóczi út",72 m2,3,10 m2
257,500 000 Ft/hó,"Budapest V. kerület, Petőfi Sándor utca",120 m2,3,4 m2
257,315 000 Ft/hó,"Budapest XII. kerület, Nárcisz utca",65 m2,2,11 m2
257,205 000 Ft/hó,"Budapest XI. kerület, Kisköre tér",40 m2,1 + 1 fél,
257,200 000 Ft/hó,"Budapest XIV. kerület, Herminamező",86 m2,2 + 1 fél,
257,600 000 Ft/hó,"Budapest II. kerület, Zöldlomb utca",145 m2,5,20 m2
257,460 000 Ft/hó,"Budapest II. kerület, Szemlőhegy utca",60 m2,2,
257,230 000 Ft/hó,"Budapest XIV. kerület, Erzsébet királyné útja",50 m2,2,
257,350 000 Ft/hó,"Budapest V. kerület, Semmelweis utca",74 m2,2,
257,325 000 Ft/hó,"Budapest XIII. kerület, Jász utca",41 m2,2,10 m2
257,480 000 Ft/hó,"Budapest XIII. kerület, Danubius utca 5.",66 m2,3,14 m2
257,395 000 Ft/hó,"Budapest III. kerület, Lángliliom utca",60 m2,1,
257,215 000 Ft/hó,"Budapest III. kerület, Pünkösdfürdő utca",25 m2,1,3 m2
257,750 000 Ft/hó,"Budapest III. kerület, Menedékház utca",157 m2,4,35 m2
257,500 000 Ft/hó,"Budapest II. kerület, Vöröstorony utca 11.",90 m2,4,9 m2
258,235 000 Ft/hó,"Budapest XIII. kerület, Tisza utca",40 m2,1,
258,230 000 Ft/hó,"Budapest XIII. kerület, Szegedi út",50 m2,2,2 m2
258,240 000 Ft/hó,"Budapest XII. kerület, Németvölgyi út 38.",50 m2,1 + 1 fél,4 m2
258,300 000 Ft/hó,"Budapest III. kerület, Kocsis Sándor út",55 m2,2,10 m2
258,245 000 Ft/hó,"Budapest XIII. kerület, Kassák Lajos utca 58-60B",33 m2,1,4 m2
258,320 000 Ft/hó,"Budapest VII. kerület, Hernád utca 35.",81 m2,3,
258,330 000 Ft/hó,"Budapest XI. kerület, Vahot utca 10.",51 m2,2,
258,299 000 Ft/hó,"Budapest VII. kerület, Rózsa utca",48 m2,1,10 m2
258,260 000 Ft/hó,"Budapest XI. kerület, Szerémi út 21.",52 m2,1 + 2 fél,
258,275 000 Ft/hó,"Budapest XI. kerület, Pajkos utca",75 m2,3,12 m2
258,275 000 Ft/hó,"Budapest VII. kerület, Dob utca 71.",37 m2,1 + 1 fél,2 m2
258,240 000 Ft/hó,"Budapest IX. kerület, Tűzoltó utca",43 m2,2,
258,280 000 Ft/hó,"Budapest VIII. kerület, Üllői út",90 m2,3,
258,260 000 Ft/hó,"Budapest V. kerület, Kossuth Lajos utca",29 m2,1 + 1 fél,
258,360 000 Ft/hó,"Budapest IX. kerület, Lónyay utca",65 m2,2,
258,290 000 Ft/hó,"Budapest III. kerület, Tündérliget utca 3.",52 m2,1 + 1 fél,4 m2
258,240 000 Ft/hó,"Budapest XIII. kerület, Dagály utca 2.",50 m2,2,
258,200 000 Ft/hó,"Budapest III. kerület, Torma Károly utca",30 m2,1,6 m2
258,220 000 Ft/hó,"Budapest VII. kerület, Hutyra Ferenc utca 11-15.",41 m2,1,2 m2
258,240 000 Ft/hó,"Budapest III. kerület, Gyógyszergyár utca",48 m2,2,
259,450 000 Ft/hó,"Budapest XXII. kerület, Gerinc utca",125 m2,4,
259,240 000 Ft/hó,"Budapest XV. kerület, Kontyfa utca",47 m2,2,
259,330 000 Ft/hó,"Budapest II. kerület, Szilágyi Erzsébet fasor",75 m2,3,2 m2
259,190 000 Ft/hó,"Budapest XV. kerület, Thököly út 87.",37 m2,1,
259,290 000 Ft/hó,"Budapest VIII. kerület, József körút 19.",70 m2,3,1 m2
259,200 000 Ft/hó,"Budapest VII. kerület, Alsó erdősor",35 m2,1,
259,280 000 Ft/hó,"Budapest XIII. kerület, Rozsnyay utca 14-16.",42 m2,1 + 1 fél,3 m2
259,180 000 Ft/hó,"Budapest XIV. kerület, Gyarmat utca",32 m2,1,
259,242 000 Ft/hó,"Budapest VI. kerület, Eötvös utca",58 m2,1 + 1 fél,
259,260 000 Ft/hó,"Budapest XI. kerület, Beregszász út",52 m2,2,7 m2
259,330 000 Ft/hó,"Budapest XI. kerület, Rupphegyi út 5.",45 m2,2,11 m2
259,495 000 Ft/hó,"Budapest XI. kerület, Felsőhatár utca",95 m2,4,24 m2
259,279 000 Ft/hó,"Budapest XII. kerület, Beethoven utca",65 m2,2,2 m2
259,190 000 Ft/hó,"Budapest VII. kerület, Hársfa utca",30 m2,1,
259,325 000 Ft/hó,"Budapest VI. kerület, Aradi utca 66.",50 m2,1 + 2 fél,
259,180 000 Ft/hó,"Budapest XVI. kerület, Rózsa utca",38 m2,1,9 m2
259,230 000 Ft/hó,"Budapest VI. kerület, Rózsa utca",48 m2,2,
259,420 000 Ft/hó,"Budapest XII. kerület, Böszörményi út",72 m2,3 + 1 fél,3 m2
259,290 000 Ft/hó,"Budapest III. kerület, Pünkösdfürdő utca",43 m2,1 + 1 fél,4 m2
259,220 000 Ft/hó,"Budapest VIII. kerület, Koszorú utca",43 m2,2,
260,220 000 Ft/hó,"Budapest VIII. kerület, Koszorú utca",43 m2,2,
260,500 000 Ft/hó,"Budapest V. kerület, Bécsi utca",100 m2,2,
260,210 000 Ft/hó,"Budapest VIII. kerület, Pál utca 2.",32 m2,1,
260,380 000 Ft/hó,"Budapest VI. kerület, Vörösmarty utca",65 m2,2,
260,200 000 Ft/hó,"Budapest XIII. kerület, Mór utca",35 m2,1,4 m2
260,240 000 Ft/hó,"Budapest I. kerület, Batthyány utca 65.",33 m2,1,
260,280 000 Ft/hó,"Budapest VII. kerület, Rózsa utca",40 m2,1 + 1 fél,
260,290 000 Ft/hó,"Budapest III. kerület, Lajos utca 113.",48 m2,2,6 m2
260,380 000 Ft/hó,"Budapest X. kerület, Kismartoni út",66 m2,3,21 m2
260,269 000 Ft/hó,"Budapest XIV. kerület, Lipótvár utca",57 m2,2,10 m2
260,250 000 Ft/hó,"Budapest IX. kerület, Bokréta utca 4-6.",45 m2,2,5 m2
260,300 000 Ft/hó,"Budapest IX. kerület, Tompa utca",64 m2,2,
260,280 000 Ft/hó,"Budapest XIII. kerület, Visegrádi utca",46 m2,2,10 m2
260,449 000 Ft/hó,"Budapest IX. kerület, Nádasdy utca 12.",75 m2,2,14 m2
260,160 000 Ft/hó,"Budapest XVIII. kerület, Dolgozó út",28 m2,1,
260,269 000 Ft/hó,"Budapest XII. kerület, Istenhegyi út 7/c",45 m2,1,
260,155 000 Ft/hó,"Budapest XIV. kerület, Ilka utca",22 m2,1,
260,125 000 Ft/hó,"Budapest XI. kerület, Bod Péter utca 13.",20 m2,1,
260,268 000 Ft/hó,"Budapest XIV. kerület, Fűrész utca",47 m2,1 + 1 fél,
260,825 000 Ft/hó,"Budapest I. kerület, Döbrentei tér",110 m2,3,
261,423 236 Ft/hó,"Budapest III. kerület, Folyamőr utca 5.",48 m2,2,12 m2
261,350 000 Ft/hó,"Budapest VIII. kerület, Mária utca 30.",45 m2,1,
261,342 436 Ft/hó,"Budapest V. kerület, Vigyázó Ferenc utca",52 m2,2,
261,290 000 Ft/hó,"Budapest XIII. kerület, Népfürdő utca 7.",51 m2,1 + 1 fél,10 m2
261,350 000 Ft/hó,"Budapest VII. kerület, Hernád utca",65 m2,1,5 m2
261,280 000 Ft/hó,"Budapest VI. kerület, Nagymező utca",54 m2,2,
261,300 000 Ft/hó,"Budapest XIV. kerület, Bánki Donát park",49 m2,2,5 m2
261,580 000 Ft/hó,"Budapest II. kerület, Ferenchegyi út",100 m2,4,18 m2
261,490 000 Ft/hó,"Budapest II. kerület, Alvinci út 14.",81 m2,3,11 m2
261,320 000 Ft/hó,"Budapest III. kerület, Bécsi út",87 m2,2,3 m2
261,635 239 Ft/hó,"Budapest I. kerület, Lovas út",82 m2,3,18 m2
261,280 000 Ft/hó,"Budapest XI. kerület, Rétköz utca 10.",43 m2,2,9 m2
261,800 000 Ft/hó,"Budapest III. kerület, Jablonka út",97 m2,2 + 1 fél,30 m2
261,1 385 136 Ft/hó,"Budapest II. kerület, Szemlőhegy",147 m2,5,27 m2
261,923 424 Ft/hó,"Budapest II. kerület, Törökvész",130 m2,4,30 m2
261,300 000 Ft/hó,"Budapest XIII. kerület, Szabolcs utca",45 m2,2,11 m2
261,350 000 Ft/hó,"Budapest XIV. kerület, Fischer István utca",42 m2,2,7 m2
261,700 000 Ft/hó,"Budapest II. kerület, Bimbó út",120 m2,4,12 m2
261,380 000 Ft/hó,"Budapest VII. kerület, Nagy Diófa utca",95 m2,2,4 m2
261,450 000 Ft/hó,"Budapest II. kerület, Vöröstorony utca",90 m2,4,10 m2
262,240 000 Ft/hó,"Budapest VIII. kerület, Práter utca",50 m2,2,2 m2
262,1 385 136 Ft/hó,"Budapest II. kerület, Érmelléki utca",155 m2,3 + 1 fél,35 m2
262,270 000 Ft/hó,"Budapest XIII. kerület, Lehel utca",77 m2,2,5 m2
262,360 000 Ft/hó,"Budapest VI. kerület, Andrássy út",51 m2,1 + 1 fél,
262,320 000 Ft/hó,"Budapest VI. kerület, Aradi utca",40 m2,1,
262,230 000 Ft/hó,"Budapest XV. kerület, Szerencs utca",47 m2,2,5 m2
262,210 000 Ft/hó,"Budapest XIV. kerület, Amerikai út",50 m2,2,
262,720 000 Ft/hó,"Budapest VI. kerület, Külső-Terézváros",112 m2,3,20 m2
262,200 000 Ft/hó,"Budapest IV. kerület, Káposztásmegyeri út 25.",35 m2,1,7 m2
262,230 856 Ft/hó,"Budapest XIII. kerület, Országbíró utca",39 m2,1,4 m2
262,880 000 Ft/hó,"Budapest XI. kerület, Bíró László József körút",100 m2,3,80 m2
262,300 000 Ft/hó,"Budapest X. kerület, Kőér köz",61 m2,3,6 m2
262,470 000 Ft/hó,"Budapest XI. kerület, Bartók Béla út",100 m2,4,
262,260 000 Ft/hó,"Budapest XIV. kerület, Hermina út",49 m2,1 + 1 fél,3 m2
262,250 000 Ft/hó,"Budapest XIV. kerület, Hermina út",49 m2,2,3 m2
262,890 000 Ft/hó,"Budapest V. kerület, Október 6. utca 22.",90 m2,3,
262,250 000 Ft/hó,"Budapest XI. kerület, Bercsényi utca",49 m2,2,6 m2
262,235 000 Ft/hó,"Budapest IX. kerület, Börzsöny utca",55 m2,2,
262,175 000 Ft/hó,"Budapest XIII. kerület, Üteg utca 29.",35 m2,1 + 1 fél,
262,300 000 Ft/hó,"Budapest XIII. kerület, Angyalföldi út 5.",56 m2,2,5 m2
263,340 000 Ft/hó,"Budapest XIII. kerület, Gömb utca 33.",74 m2,3,12 m2
263,150 000 Ft/hó,"Budapest XXI. kerület, II. Rákóczi Ferenc út",30 m2,1 + 1 fél,
263,245 000 Ft/hó,"Budapest IX. kerület, Lónyay utca",82 m2,3,
263,300 000 Ft/hó,"Budapest IX. kerület, Thaly Kálmán utca",40 m2,2,5 m2
263,300 000 Ft/hó,"Budapest II. kerület, Mecset utca 19.",58 m2,2,
263,500 188 Ft/hó,"Budapest IX. kerület, Lechner Ödön fasor",78 m2,2 + 1 fél,15 m2
263,290 000 Ft/hó,"Budapest XII. kerület, Városmajor utca",72 m2,2 + 1 fél,
263,350 000 Ft/hó,"Budapest VI. kerület, Benczúr utca",65 m2,2 + 1 fél,
263,3 847 600 Ft/hó,"Budapest IX. kerület, Lechner Ödön fasor",141 m2,4,63 m2
263,1 346 660 Ft/hó,"Budapest III. kerület, Turbolya köz",135 m2,4,
263,240 000 Ft/hó,"Budapest III. kerület, Tímár utca",49 m2,2,
263,450 000 Ft/hó,"Budapest VII. kerület, Rottenbiller utca",87 m2,3 + 1 fél,
263,731 044 Ft/hó,"Budapest V. kerület, Irányi utca 23.",80 m2,3,
263,960 000 Ft/hó,"Budapest XI. kerület, Kelenföld",96 m2,4,28 m2
263,500 000 Ft/hó,"Budapest VII. kerület, Belső-Erzsébetváros",100 m2,4,2 m2
263,1 091 000 Ft/hó,"Budapest II. kerület, Csévi utca",89 m2,3,45 m2
263,384 760 Ft/hó,"Budapest VI. kerület, Liszt Ferenc tér",67 m2,2,
263,300 000 Ft/hó,"Budapest VII. kerület, Kertész utca",70 m2,1,
263,399 000 Ft/hó,"Budapest XIV. kerület, Bagolyvár utca 5.",65 m2,3 + 1 fél,7 m2
263,210 000 Ft/hó,"Budapest XIII. kerület, Victor Hugo utca 41.",37 m2,1,
264,300 000 Ft/hó,"Budapest I. kerület, Naphegy tér",57 m2,1 + 2 fél,4.6 m2
264,270 000 Ft/hó,"Budapest VIII. kerület, Corvin sétány",45 m2,2,
264,692 568 Ft/hó,"Budapest VII. kerület, Erzsébet körút 58.",128 m2,3,
264,500 188 Ft/hó,"Budapest XIII. kerület, Turóc utca",60 m2,3,10 m2
264,292 418 Ft/hó,"Budapest V. kerület, Semmelweis utca 10.",57 m2,3,
264,390 000 Ft/hó,"Budapest V. kerület, Hercegprímás utca",85 m2,3,2 m2
264,850 000 Ft/hó,"Budapest XIII. kerület, Viza utca",120 m2,2 + 1 fél,80 m2
264,350 000 Ft/hó,"Budapest IX. kerület, Liliom utca",64 m2,2,10 m2
264,799 900 Ft/hó,"Budapest XIII. kerület, Úszódaru utca",95 m2,3,50 m2
264,620 000 Ft/hó,"Budapest XIII. kerület, Csele utca 5B",82 m2,4,27 m2
264,275 000 Ft/hó,"Budapest III. kerület, Szomolnok utca",65 m2,2,
264,399 000 Ft/hó,"Budapest V. kerület, Kossuth Lajos utca 17.",75 m2,3,
264,391 000 Ft/hó,"Budapest VI. kerület, Liszt Ferenc tér",67 m2,2,
264,1 600 000 Ft/hó,"Budapest V. kerület, Petőfi tér",153 m2,4,
264,800 000 Ft/hó,"Budapest V. kerület, Régi posta utca 5.",95 m2,3 + 1 fél,2 m2
264,280 000 Ft/hó,"Budapest X. kerület, Zágrábi utca",47 m2,2,8 m2
264,325 000 Ft/hó,"Budapest II. kerület, Szép Juhászné út",51 m2,1 + 1 fél,6 m2
264,310 000 Ft/hó,"Budapest XI. kerület, Elek utca",83 m2,3,
264,450 000 Ft/hó,"Budapest V. kerület, Aranykéz utca",85 m2,3,
264,846 472 Ft/hó,"Budapest V. kerület, Bajcsy-Zsilinszky út 66.",80 m2,3,
265,240 000 Ft/hó,"Budapest XIII. kerület, Kis Gömb utca",41 m2,1,8 m2
265,1 423 612 Ft/hó,"Budapest XII. kerület, Mártonhegyi út",132 m2,4,10 m2
265,615 616 Ft/hó,"Budapest V. kerület, Aulich utca",60 m2,2,
265,350 000 Ft/hó,"Budapest V. kerület, Papnövelde utca",55 m2,2 + 1 fél,
265,260 000 Ft/hó,"Budapest VI. kerület, Lovag utca 15.",46 m2,1 + 2 fél,
265,220 000 Ft/hó,"Budapest VIII. kerület, Kőris utca 23-29.",35 m2,1,3 m2
265,260 000 Ft/hó,"Budapest V. kerület, Széchenyi utca",63 m2,2,
265,250 000 Ft/hó,"Budapest II. kerület, Retek utca 20.",45 m2,1 + 1 fél,5 m2
265,210 000 Ft/hó,"Budapest XIV. kerület, Hungária körút",39 m2,1,2 m2
265,280 000 Ft/hó,"Budapest XIII. kerület, Csavargyár utca",38 m2,1 + 1 fél,8 m2
265,499 000 Ft/hó,"Budapest V. kerület, Régi posta utca 16.",80 m2,2,
265,880 000 Ft/hó,"Budapest II. kerület, Vihorlát utca",95 m2,3,10 m2
265,250 000 Ft/hó,"Budapest IX. kerület, Sobieski János utca 34.",29 m2,1 + 1 fél,
265,290 000 Ft/hó,"Budapest XIII. kerület, Angyalföld",53 m2,2,8 m2
265,380 000 Ft/hó,"Budapest X. kerület, Újhegyi út",80 m2,3,8 m2
265,320 000 Ft/hó,"Budapest XIV. kerület, Egressy út",30 m2,1,20 m2
265,577 140 Ft/hó,"Budapest V. kerület, Belváros",80 m2,3,
265,250 000 Ft/hó,"Budapest XIII. kerület, Pozsonyi út",38 m2,1 + 1 fél,4 m2
265,230 000 Ft/hó,"Budapest III. kerület, Bogdáni út 2.",31 m2,1,6 m2
265,320 000 Ft/hó,"Budapest VI. kerület, Aradi utca",50 m2,1 + 2 fél,
266,423 236 Ft/hó,"Budapest I. kerület, Tabán",91 m2,2,
266,550 000 Ft/hó,"Budapest XIII. kerület, Visegrádi utca",95 m2,3,
266,200 000 Ft/hó,"Budapest VIII. kerület, Fiumei út",30 m2,1,
266,220 000 Ft/hó,"Budapest II. kerület, Országút",45 m2,1,
266,550 000 Ft/hó,"Budapest VI. kerület, Király utca",82 m2,3 + 1 fél,
266,846 472 Ft/hó,"Budapest II. kerület, Vihorlát utca",95 m2,3,10 m2
266,800 000 Ft/hó,"Budapest V. kerület, Vörösmarty tér",69 m2,2,
266,560 000 Ft/hó,"Budapest VI. kerület, Andrássy út",65 m2,3,
266,245 000 Ft/hó,"Budapest IX. kerület, Belső-Ferencváros",48 m2,1,
266,280 000 Ft/hó,"Budapest IX. kerület, Ráday utca",80 m2,3,
266,654 092 Ft/hó,"Budapest XII. kerület, Széchenyihegy",83 m2,3,
266,1 000 376 Ft/hó,"Budapest II. kerület, Törökvész",200 m2,5,15 m2
266,493 500 Ft/hó,"Budapest III. kerület, Csillaghegy - Rómaipart",78 m2,3,12 m2
266,846 472 Ft/hó,"Budapest VI. kerület, Belső-Terézváros",111 m2,3,16 m2
266,1 154 280 Ft/hó,"Budapest V. kerület, Lipótváros",130 m2,4,5 m2
266,250 000 Ft/hó,"Budapest IX. kerület, Bokréta utca",45 m2,2,5 m2
266,1 308 184 Ft/hó,"Budapest V. kerület, Lipótváros",140 m2,4,11 m2
266,190 000 Ft/hó,"Budapest II. kerület, Margit körút",25 m2,1,2 m2
266,280 000 Ft/hó,"Budapest VIII. kerület, József körút",43 m2,1,
266,961 900 Ft/hó,"Budapest II. kerület, Rózsadomb",110 m2,4,13 m2
267,400 000 Ft/hó,"Budapest V. kerület, Semmelweis utca",112 m2,3,
267,475 000 Ft/hó,"Budapest II. kerület, Budenz út",60 m2,2,5 m2
267,330 000 Ft/hó,"Budapest XIV. kerület, Fischer István utca 123.",45 m2,2,8 m2
267,240 000 Ft/hó,"Budapest XIII. kerület, Lőportár utca",30 m2,1,6 m2
267,310 000 Ft/hó,"Budapest XIII. kerület, Lőportár utca",48 m2,2,6 m2
267,240 000 Ft/hó,"Budapest XIV. kerület, Bolgárkertész utca",50 m2,2,
267,190 000 Ft/hó,"Budapest XIV. kerület, Amerikai út",30 m2,1,
267,250 000 Ft/hó,"Budapest IX. kerület, Ernő utca",47 m2,1 + 1 fél,2 m2
267,270 000 Ft/hó,"Budapest V. kerület, Magyar utca",31 m2,1,
267,200 000 Ft/hó,"Budapest XI. kerület, Fejér Lipót utca 65.",46 m2,1 + 1 fél,6 m2
267,249 000 Ft/hó,"Budapest XII. kerület, Márvány utca 44.",51 m2,2,
267,135 000 Ft/hó,"Budapest V. kerület, Váci utca",30 m2,1,
267,270 000 Ft/hó,"Budapest V. kerület, Irányi utca",30 m2,1,
267,380 000 Ft/hó,"Budapest IX. kerület, Közraktár utca 2/A",82 m2,3,
267,200 000 Ft/hó,"Budapest VIII. kerület, Hock János utca",39 m2,1,
267,420 000 Ft/hó,"Budapest II. kerület, Bem rakpart",50 m2,1 + 1 fél,8 m2
267,290 000 Ft/hó,"Budapest III. kerület, Bécsi út 60.",70 m2,2 + 1 fél,
267,310 000 Ft/hó,"Budapest I. kerület, Fő utca 40.",103 m2,3,
267,590 000 Ft/hó,"Budapest XI. kerület, Bíró László József körút",72 m2,3,20 m2
267,217 000 Ft/hó,"Budapest IX. kerület, Ferenc körút",54 m2,1 + 1 fél,
268,538 664 Ft/hó,"Budapest V. kerület, Nádor utca 36.",96 m2,3,
268,461 712 Ft/hó,"Budapest V. kerület, Szent István körút",59 m2,3,
268,200 000 Ft/hó,"Budapest VII. kerület, Hársfa utca",25 m2,1,
268,265 000 Ft/hó,"Budapest XIII. kerület, Bulcsú utca",82 m2,2,
268,625 000 Ft/hó,"Budapest VII. kerület, Akácfa utca 62.",79 m2,3,
268,350 000 Ft/hó,"Budapest XII. kerület, Melinda út",72 m2,2,30 m2
268,320 000 Ft/hó,"Budapest IX. kerület, Márton utca",40 m2,2,50 m2
268,275 000 Ft/hó,"Budapest XI. kerület, Bercsényi utca",47 m2,1 + 1 fél,4 m2
268,240 000 Ft/hó,"Budapest III. kerület, Bogdáni út",28 m2,1,6 m2
268,180 000 Ft/hó,"Budapest XI. kerület, Rahó utca",28 m2,1,
268,215 000 Ft/hó,"Budapest XIV. kerület, Lőcsei út 24-26.",52 m2,2,4 m2
268,770 000 Ft/hó,"Budapest XI. kerület, Bíró László József körút 4.",73 m2,3,40 m2
268,195 000 Ft/hó,"Budapest VIII. kerület, Kőris utca",51 m2,1 + 2 fél,
268,380 000 Ft/hó,"Budapest XIV. kerület, Zsolnay Vilmos utca",76 m2,3,7 m2
268,200 000 Ft/hó,"Budapest XI. kerület, Tippan utca",35 m2,1,11 m2
268,600 000 Ft/hó,"Budapest XI. kerület, Fadrusz utca",120 m2,3,
268,230 000 Ft/hó,"Budapest XIII. kerület, Kádár utca 9-11.",44 m2,1,6 m2
268,350 000 Ft/hó,"Budapest XIII. kerület, Jéggyár utca",82 m2,3 + 1 fél,3 m2
268,300 000 Ft/hó,"Budapest II. kerület, Trombitás út",45 m2,1 + 1 fél,3 m2
268,265 000 Ft/hó,"Budapest XIII. kerület, Visegrádi utca",32 m2,1 fél,
269,450 000 Ft/hó,"Budapest VIII. kerület, Kiss József utca",110 m2,4,
269,280 000 Ft/hó,"Budapest VIII. kerület, Kisfaludy utca 3.",50 m2,2,
269,480 000 Ft/hó,"Budapest XIII. kerület, Lőportár köz",45 m2,2,9 m2
269,310 000 Ft/hó,"Budapest VIII. kerület, Baross utca 40.",36 m2,1,6 m2
269,270 000 Ft/hó,"Budapest XIII. kerület, Gyöngyösi utca 28.",35 m2,1 + 1 fél,
269,340 000 Ft/hó,"Budapest XIV. kerület, Bosnyák utca",47 m2,2,20 m2
269,500 000 Ft/hó,"Budapest IX. kerület, Tompa utca",105 m2,3,6 m2
269,418 400 Ft/hó,"Budapest IX. kerület, Lechner Ödön fasor 1.",83 m2,2,
269,290 000 Ft/hó,"Budapest V. kerület, Hold utca",54 m2,2,
269,400 000 Ft/hó,"Budapest V. kerület, Zoltán utca",45 m2,1,
269,790 000 Ft/hó,"Budapest V. kerület, Falk Miksa utca",80 m2,3,
269,750 000 Ft/hó,"Budapest VI. kerület, Andrássy út 54.",80 m2,2 + 1 fél,
269,800 000 Ft/hó,"Budapest XII. kerület, Mártonvölgy utca",100 m2,3,50 m2
269,300 000 Ft/hó,"Budapest II. kerület, Petrezselyem utca",39 m2,2,1 m2
269,990 000 Ft/hó,"Budapest V. kerület, Garibaldi utca",95 m2,3,
269,275 000 Ft/hó,"Budapest I. kerület, Hunfalvy utca",34 m2,1 + 1 fél,
269,400 000 Ft/hó,"Budapest XI. kerület, Fehérvári út 160.",69 m2,3,15 m2
269,800 000 Ft/hó,"Budapest VII. kerület, Károly körút",110 m2,4,2 m2
269,499 000 Ft/hó,"Budapest V. kerület, Semmelweis utca",112 m2,3,
269,250 000 Ft/hó,"Budapest VII. kerület, Murányi utca 59.",41 m2,1 + 1 fél,
270,439 000 Ft/hó,"Budapest XIII. kerület, Röppentyű utca 32.",77 m2,4,7 m2
270,285 000 Ft/hó,"Budapest III. kerület, Bogdáni út 2.",36 m2,1,12 m2
270,180 000 Ft/hó,"Budapest XIV. kerület, Hermina út",33 m2,1,
270,323 000 Ft/hó,"Budapest VI. kerület, Podmaniczky utca",73 m2,2,
270,230 000 Ft/hó,"Budapest IV. kerület, Szent László tér",36 m2,1 + 1 fél,
270,769 520 Ft/hó,"Budapest XI. kerület, Budapart",65 m2,3,35 m2
270,423 236 Ft/hó,"Budapest VI. kerület, Király utca",79 m2,2,
270,961 900 Ft/hó,"Budapest IX. kerület, Lechner Ödön fasor",141 m2,3 + 1 fél,27 m2
270,399 000 Ft/hó,"Budapest XIII. kerület, Pozsonyi út 22.",66 m2,2,4 m2
270,203 922 Ft/hó,"Budapest VII. kerület, Dob utca",32 m2,1,
270,846 472 Ft/hó,"Budapest V. kerület, Vitkovics Mihály utca",107 m2,3 + 1 fél,4 m2
270,1 423 612 Ft/hó,"Budapest VI. kerület, Aradi utca",206 m2,5,
270,769 520 Ft/hó,"Budapest VI. kerület, Szív utca",74 m2,3,
270,180 000 Ft/hó,"Budapest XIII. kerület, Újlipótváros",35 m2,1,
270,220 000 Ft/hó,"Budapest XIII. kerület, Mosoly utca",53 m2,2,
270,250 000 Ft/hó,"Budapest II. kerület, Szépvölgyi út",65 m2,2,5 m2
270,440 000 Ft/hó,"Budapest IX. kerület, Gönczy Pál utca 4.",97 m2,3,
